images/MORPH/Dataset/Images/Test/074736_0F42.JPG,"{""blur"":[""clear"",38.47],""bounding_box"":[24,44,141,141],""estimated_age"":[35.042856897626606],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",-14.62],""head_tilt"":[""straight"",0.0],""head_up_down"":[""looking_up"",0.14],""lighting"":[""good"",191.74]}"
images/MORPH/Dataset/Images/Test/63311_00M34.JPG,"{""blur"":[""clear"",43.62],""bounding_box"":[25,32,126,126],""estimated_age"":[33.72857134682791],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",8.75],""head_tilt"":[""straight"",1.08],""head_up_down"":[""straight"",-0.0],""lighting"":[""good"",125.57]}"
images/MORPH/Dataset/Images/Test/184456_01M32.JPG,"{""blur"":[""clear"",44.62],""bounding_box"":[24,24,130,130],""estimated_age"":[34.785713468279155],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",-0.0],""head_tilt"":[""straight"",0.0],""head_up_down"":[""looking_down"",-0.08],""lighting"":[""good"",147.25]}"
images/MORPH/Dataset/Images/Test/095658_00M41.JPG,"{""blur"":[""clear"",45.32],""bounding_box"":[27,37,117,117],""estimated_age"":[34.971428462437224],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",11.98],""head_tilt"":[""straight"",0.0],""head_up_down"":[""looking_up"",0.06],""lighting"":[""good"",176.14]}"
images/MORPH/Dataset/Images/Test/118153_0M34.JPG,"{""blur"":[""clear"",42.71],""bounding_box"":[31,25,128,128],""estimated_age"":[26.614286150251115],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",-7.84],""head_tilt"":[""straight"",-1.01],""head_up_down"":[""looking_up"",0.11],""lighting"":[""good"",145.25]}"
images/MORPH/Dataset/Images/Test/058258_1M43.JPG,"{""blur"":[""clear"",47.04],""bounding_box"":[24,27,137,137],""estimated_age"":[48.71428625924246],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",3.15],""head_tilt"":[""straight"",0.0],""head_up_down"":[""straight"",-0.04],""lighting"":[""good"",164.37]}"
images/MORPH/Dataset/Images/Test/072759_03M47.JPG,"{""blur"":[""clear"",45.89],""bounding_box"":[28,35,122,122],""estimated_age"":[45.57142870766776],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",6.45],""head_tilt"":[""straight"",-1.08],""head_up_down"":[""straight"",0.01],""lighting"":[""good"",133.27]}"
images/MORPH/Dataset/Images/Test/111449_5F35.JPG,"{""blur"":[""clear"",38.18],""bounding_box"":[27,36,120,120],""estimated_age"":[45.59999915531704],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",11.36],""head_tilt"":[""straight"",1.02],""head_up_down"":[""looking_down"",-0.1],""lighting"":[""good"",138.03]}"
images/MORPH/Dataset/Images/Test/66403_02M21.JPG,"{""blur"":[""clear"",40.8],""bounding_box"":[28,38,116,116],""estimated_age"":[19.40000002724784],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",15.85],""head_tilt"":[""straight"",1.02],""head_up_down"":[""looking_up"",0.2],""lighting"":[""good"",159.57]}"
images/MORPH/Dataset/Images/Test/126811_1M32.JPG,"{""blur"":[""clear"",39.59],""bounding_box"":[31,33,121,121],""estimated_age"":[24.257142748151505],""face_contours"":[],""face_detection"":""true"",""head_left_right"":[""straight"",-1.34],""head_tilt"":[""straight"",-1.06],""head_up_down"":[""looking_down"",-0.08],""lighting"":[""bad"",73.66]}"
